"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: build and deploy the paas charm.
    act: deploy the MySQL database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","72145","test_with_mysql[flask_app-8000-mysql/status]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_mysql","",""
"
    arrange: build and deploy the flask charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","83172","test_with_database[postgresql/status-postgresql-k8s-14/edge-None-True]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_database","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","77753","test_smtp_integrations[flask_app-8000]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_smtp","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","48490","test_non_root_db_migration[FastAPI non-root]","tests.integration.general","2026-07-18","passed","2026-07-18","","test_non_root_db_migration","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","219","test_flask_config[permanent_session_lifetime]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: build and deploy the flask charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the flask application managed by the flask charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","186775","test_flask_webserver_timeout[timeout=5]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: flask charm with paas-config.yaml containing custom scrape_configs, scaled to 2 units.
    act: establish relation with prometheus charm.
    assert: prometheus scrapes framework default jobs (port 9102 on 2 units), custom jobs
        (port 8081 on 2 units using wildcard), and scheduler-only job (port 8082 on unit 0 only
        using @scheduler placeholder). Verify custom labels and @scheduler resolves to unit 0 FQDN.
    ","63596","test_prometheus_custom_scrape_configs","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_prometheus","",""
"
    arrange: build and deploy the ExpressJS charm with postgresql integration.
    act: send a request to an endpoint that checks the table created by the migration script.
        Then try to add same user twice.
    assert: the ExpressJS application should add the user only once.
    ","299","test_migration","tests.integration.expressjs","2026-07-18","passed","2026-07-18","","test_expressjs","",""
"
    arrange: build and deploy the go charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","5879","test_user_defined_config","tests.integration.go","2026-07-18","passed","2026-07-18","","test_go","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MongoDB database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","80248","test_with_mongodb[flask_app-8000-mongodb/status]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_mongodb","",""
"
    arrange: Integrate the Charm with saml-integrator, with a real SP.
    act: Call the endpoint to get env variables.
    assert: Valid Saml env variables should be in the workload.
    ","74665","test_saml_integration[flask_app-8000]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_saml","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","34641","test_non_optional[go]","tests.integration.general","2026-07-18","passed","2026-07-18","","test_config","",""
"
    arrange: build and deploy the flask charm.
    act: query flask secret key from the Flask server.
    assert: flask should have a default and secure secret configured.
    ","841","test_default_secret_key","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","182123","test_loki_integration[spring_boot_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_loki","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","127435","test_s3_integration[spring_boot_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_s3","",""
"
    arrange: Build and deploy the charm with minimal integrations.
    act: Send a request to the web application.
    assert: The request succeeds.
    ","199","test_flask_minimal","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_minimal","",""
"
    arrange: build and deploy the django charm.
    act: create a superuser using the create-superuser action.
    assert: a superuser is created by the charm.
    ","6277","test_django_create_superuser","tests.integration.django","2026-07-18","passed","2026-07-18","","test_django","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","57989","test_openfga_integrations[go_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_openfga","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","130002","test_workload_tracing[django_app-8000]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_tracing","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","67095","test_smtp_integrations[spring_boot_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_smtp","",""
"
    arrange: build and deploy the flask charm.
    act: run rotate-secret-key action on the leader unit.
    assert: Flask applications on every unit should have a new secret key configured.
    ","11860","test_rotate_secret_key","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: build and deploy the ExpressJS charm.
    act: call the endpoint.
    assert: the charm should respond with 200 OK.
    ","254","test_expressjs_is_up","tests.integration.expressjs","2026-07-18","passed","2026-07-18","","test_expressjs","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","69446","test_prometheus_integration[spring_boot_app-8080-/actuator/prometheus]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_prometheus","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","","test_oauth_integrations[spring_boot_app-oauth2/authorization/oidc]","tests.integration.integrations","","unknown","","","test_oauth","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","9657","test_django_webserver_timeout[timeout=5]","tests.integration.django","2026-07-18","passed","2026-07-18","","test_django","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","231","test_app_config[str]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","118831","test_oauth_integrations[django_app-auth_login]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_oauth","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","220","test_app_config[bool]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: build and deploy the django charm, and change the django related configuration.
    act: send request to the django application to retrieve the corresponding settings.
    assert: settings in django application correctly updated according to the charm configuration.
    ","510","test_django_charm_config[allowed-host]","tests.integration.django","2026-07-18","passed","2026-07-18","","test_django","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","329090","test_rabbitmq_server_integration[go_app-8080-rabbitmq_server_app]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_rabbitmq","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","66796","test_prometheus_integration[fastapi_app-8080-/metrics]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_prometheus","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","338336","test_oauth_integrations[flask_app-login]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_oauth","",""
"
    arrange: deploy the FastAPI charm with framework_logging_format=json in paas-config.yaml.
    act: make a request to GET /boom (access log + error log with exception).
    assert: container logs contain valid JSON with OTEL fields, trace correlation, and exception info.
    ","1545","test_json_logging","tests.integration.fastapi","2026-07-18","passed","2026-07-18","","test_fastapi","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","54799","test_openfga_integrations[fastapi_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_openfga","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","50988","test_grafana_integration[expressjs_app-ExpressJS Operator]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_grafana","",""
"
    arrange: build and deploy the django charm, and change the django related configuration.
    act: send request to the django application to retrieve the corresponding settings.
    assert: settings in django application correctly updated according to the charm configuration.
    ","487","test_django_charm_config[secret-key]","tests.integration.django","2026-07-18","passed","2026-07-18","","test_django","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","50370","test_workload_tracing[go_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_tracing","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","82054","test_non_root_loki_integration[Flask non-root]","tests.integration.general","2026-07-18","passed","2026-07-18","","test_non_root_loki","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","233","test_flask_config[secret_key]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","44338","test_non_optional[expressjs]","tests.integration.general","2026-07-18","passed","2026-07-18","","test_config","",""
"
    arrange: build and deploy the flask charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the flask application managed by the flask charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","172710","test_flask_webserver_timeout[timeout=3]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: build and deploy the Springboot charm.
    act: call the endpoint.
    assert: the charm should respond with 200 OK.
    ","10751","test_springboot_is_up","tests.integration.springboot","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","42563","test_smtp_integrations[expressjs_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_smtp","",""
"Build and deploy the flask charm.","34660","test_proxy","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_proxy","",""
"
    arrange: build and deploy the fastapi charm with postgresql integration.
    act: send a request to an endpoint that checks the table created by the micration script.
    assert: the fastapi application should return a correct response.
    ","263","test_migration","tests.integration.fastapi","2026-07-18","passed","2026-07-18","","test_fastapi","",""
"
    arrange: Django is deployed with async enabled rock. Change gunicorn worker class.
    act: Do 15 requests that would take 2 seconds each.
    assert: All 15 requests should be served in under 3 seconds.
    ","7962","test_async_workers","tests.integration.django","2026-07-18","passed","2026-07-18","","test_workers","",""
"
    arrange: deploy the Flask charm with framework_logging_format=json in paas-config.yaml.
    act: make a request to GET /.
    assert: container logs contain valid JSON with OTEL fields for access and error logs.
    ","1545","test_json_logging","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: build and deploy the fastapi charm.
    act: send a request to the fastapi application managed by the fastapi charm.
    assert: the fastapi application should return a correct response.
    ","288","test_fastapi_is_up","tests.integration.fastapi","2026-07-18","passed","2026-07-18","","test_fastapi","",""
"
    arrange: integrate the spring boot charm with SAML integrator.
    act: call the samltest endpoint.
    assert: the charm should be redirected to IdP and when logged in should return 200.
    ","31008","test_springboot_saml_integration","tests.integration.springboot","2026-07-18","passed","2026-07-18","","test_spring_saml","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","228","test_flask_config[debug]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the redis database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","106623","test_with_redis[spring_boot_app-8080-redis/status]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_redis","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations
        to certain invalid values.
    act: none.
    assert: flask charm should enter the blocked status and the status message should show
        invalid configuration options.
    ","229","test_invalid_flask_config[preferred_url_scheme]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","159601","test_loki_integration[expressjs_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_loki","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","38044","test_smtp_integrations[go_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_smtp","",""
"
    arrange: build and deploy the flask charm, and change secret configurations.
    act: query flask environment variables from the Flask server.
    assert: the flask environment variables should match secret configuration values.
    ","239","test_flask_secret_config[user-secret]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","71676","test_non_root_loki_integration[ExpressJS non-root]","tests.integration.general","2026-07-18","passed","2026-07-18","","test_non_root_loki","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","57612","test_openfga_integrations[django_app-8000]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_openfga","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","","test_oauth_integrations[go_app-login/openid-connect]","tests.integration.integrations","","unknown","","","test_oauth","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","5536","test_django_webserver_timeout[timeout=3]","tests.integration.django","2026-07-18","passed","2026-07-18","","test_django","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","239","test_app_config[builtin]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","56445","test_prometheus_integration[go_app-8081-/metrics]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_prometheus","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","140202","test_rabbitmq_server_integration[flask_app-8000-rabbitmq_k8s_app]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_rabbitmq","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","115410","test_non_root_db_migration[ExpressJS non-root]","tests.integration.general","2026-07-18","passed","2026-07-18","","test_non_root_db_migration","",""
"
    arrange: build and deploy the go charm.
    act: send a request to the go application managed by the go charm.
    assert: the go application should return a correct response.
    ","319","test_go_is_up","tests.integration.go","2026-07-18","passed","2026-07-18","","test_go","",""
"
    arrange: build and deploy the flask charm without ingress. Get the service ip
        address.
    act: request env variables through the service ip address.
    assert: the request should success and the env variable FLASK_BASE_URL
        should point to the service.
    ","647","test_port_without_ingress","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","73996","test_openfga_integrations[spring_boot_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_openfga","",""
"
    arrange: build and deploy the flask charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","3459","test_db_migration","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_db_migration","",""
"
    arrange: build and deploy the flask charm, and deploy the ingress.
    act: relate the ingress charm with the Flask charm.
    assert: requesting the charm through traefik should return a correct response,
         and the BASE_URL config should be correctly set (FLASK_BASE_URL env variable).
    ","21874","test_with_ingress","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","39699","test_non_optional[fastapi]","tests.integration.general","2026-07-18","passed","2026-07-18","","test_config","",""
"
    arrange: build and deploy the flask charm.
    act: add a unit and request env variables through the unit IP addresses.
    assert: the peer address must be present in the units' env.
    ","107074","test_app_peer_address","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","61648","test_prometheus_integration[expressjs_app-8080-/metrics]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_prometheus","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","158040","test_loki_integration[fastapi_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_loki","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","167398","test_loki_integration[flask_app-8000]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_loki","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","66223","test_non_root_loki_integration[FastAPI non-root]","tests.integration.general","2026-07-18","passed","2026-07-18","","test_non_root_loki","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","46199","test_s3_integration[flask_app-8000]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_s3","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","13586","test_django_webserver_timeout[timeout=7]","tests.integration.django","2026-07-18","passed","2026-07-18","","test_django","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","60316","test_prometheus_integration[flask_app-9102-/metrics]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_prometheus","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","136841","test_rabbitmq_server_integration[spring_boot_app-8080-rabbitmq_k8s_app]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_rabbitmq","",""
"
    arrange: build and deploy the flask charm.
    act: send a request to the flask application managed by the flask charm.
    assert: the flask application should return a correct response.
    ","234","test_flask_is_up","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_charm","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","43511","test_non_root_db_migration[Flask non-root]","tests.integration.general","2026-07-18","passed","2026-07-18","","test_non_root_db_migration","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MySQL database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","39322","test_with_mysql[spring_boot_mysql_app-8080-mysql/status]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_mysql","",""
"
    arrange: Flask and redis deployed and integrated.
    act: Scale the app to the desired number of units.
    assert: There should be only one scheduler and as many workers as units. That will
            be checked because the scheduler is constantly sending tasks with its hostname
            to the workers, and the workers will put its own hostname and the schedulers
            hostname in Redis sets. Those sets are checked through the Flask app,
            that queries Redis.
    ","22634","test_workers_and_scheduler_services[1]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_workers","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","205181","test_oauth_integrations[expressjs_app-login]","tests.integration.integrations","2026-07-18","broken","2026-07-18","","test_oauth","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","49762","test_grafana_integration[fastapi_app-FastAPI Operator]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_grafana","",""
"
    arrange: Flask and redis deployed and integrated.
    act: Scale the app to the desired number of units.
    assert: There should be only one scheduler and as many workers as units. That will
            be checked because the scheduler is constantly sending tasks with its hostname
            to the workers, and the workers will put its own hostname and the schedulers
            hostname in Redis sets. Those sets are checked through the Flask app,
            that queries Redis.
    ","39116","test_workers_and_scheduler_services[3]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_workers","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the redis database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","56307","test_with_redis[flask_app-8000-redis/status]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_redis","",""
"
    arrange: after Go charm has been deployed.
    act: integrate with the traefik charm with the ingress integration and change app-port configuration.
    assert: charm opened ports should change accordingly.
    ","3877","test_open_ports","tests.integration.go","2026-07-18","failed","2026-07-18","","test_go","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","202004","test_loki_integration[django_app-8000]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_loki","",""
"
    arrange: build and deploy the flask charm, and change secret configurations.
    act: query flask environment variables from the Flask server.
    assert: the flask environment variables should match secret configuration values.
    ","224","test_flask_secret_config[secret_key]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","63923","test_workload_tracing[fastapi_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_tracing","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","73805","test_workload_tracing[spring_boot_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_tracing","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","224","test_flask_config[env]","tests.integration.flask","2026-07-18","passed","2026-07-18","","test_flask_configs","",""
"
    arrange: Deploy 12-factor app and http proxy configurator correctly configured.
    act: Relate the http proxy configurator with the 12-factor app.
    assert: The correct proxy env vars from the relation are set in the 12-factor app.
    ","54969","test_proxy_integration[flask_app-8000]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_http_proxy","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","156750","test_loki_integration[go_app-8080]","tests.integration.integrations","2026-07-18","passed","2026-07-18","","test_loki","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","","test_oauth_integrations[fastapi_app-login]","tests.integration.integrations","","unknown","","","test_oauth","",""
